id = 19; sex = female; age = 21; condition = 1; responseOrder = 0_1; featureOrder = 0_1
trial,x1,x2,y,response,time,correct
1,97.2128794384,128.579954513,0,1,4.38488248776,0
2,90.9340242112,101.79800498,1,0,3.13444133097,0
3,103.952204904,134.140015726,0,1,5.5020252472,0
4,104.213921529,85.1667506791,1,0,1.96750212257,0
5,123.341605242,111.129765813,0,1,1.70103999181,0
6,120.368302187,100.622357205,1,1,2.10092056688,1
7,125.055342567,89.0757505436,1,1,3.05115273013,1
8,105.729912746,91.0534796614,1,0,2.10092429892,0
9,108.981576577,133.620545962,0,0,3.15109239571,1
10,96.323148565,99.1195206794,1,0,5.36849546403,0
11,111.452554039,98.0466018944,1,1,2.984378664,1
12,121.305805163,129.862809398,0,1,2.40104558982,0
13,95.0274709785,87.8488917463,1,0,5.1183833477,0
14,130.766668685,95.0721225658,1,1,1.00040026003,1
15,121.168166607,92.3232949842,1,1,0.783744841232,1
16,83.8644512913,128.572564541,0,0,0.833801910165,1
17,129.399066647,128.181983132,0,0,0.750269483542,1
18,118.403369599,122.304673696,0,0,2.15091730136,1
19,101.340705224,134.630139513,0,0,0.567129852832,1
20,94.0319105564,125.450671339,0,0,0.667283798975,1
21,116.680175423,77.3516461503,1,1,0.500416121096,1
22,111.149646992,123.597274619,0,0,0.833812795288,1
23,103.687564586,92.0091339607,1,1,0.483683884842,1
24,100.471808369,83.5227936596,1,1,0.700417676126,1
25,135.483499986,138.29197746,0,0,0.633728513611,1
26,118.007821772,137.980657293,0,0,0.950482209097,1
27,122.418186233,85.2567382019,1,1,0.450363406213,1
28,123.48567684,142.499513359,0,0,0.617025200569,1
29,101.138722296,89.1103032767,1,1,0.517083046958,1
30,101.928536612,134.518762345,0,0,0.60051439784,1
31,104.944982631,97.7843402909,1,1,0.350306181819,1
32,126.55562374,116.498316485,0,0,2.78433108068,1
33,113.177760117,136.219922614,0,0,0.466951648472,1
34,80.2597838625,114.441926599,0,0,0.817096731043,1
35,107.953225552,127.678294291,0,0,0.53367408819,1
36,127.608034388,142.049878533,0,0,0.450334794004,1
37,108.654162483,99.3770082651,1,1,0.550315511879,1
38,90.8852374536,133.817928584,0,0,0.467125187744,1
39,86.389870162,93.9242228004,1,1,0.633708609443,1
40,110.007689872,96.4243462034,1,1,0.517012138444,1
41,96.0603367486,136.080349342,0,0,0.467146957933,1
42,109.140406858,107.036839645,1,1,0.300283012097,1
43,139.644661767,103.366963577,1,1,0.483633191441,1
44,111.778796578,127.432468342,0,0,0.533681863279,1
45,84.0341070269,84.967037222,1,1,0.500328418449,1
46,115.807746705,101.339100043,1,1,1.08387546224,1
47,93.6211706035,139.127326075,0,0,0.566945117374,1
48,125.943321451,131.334828515,0,0,0.600440690352,1
49,122.6641203,83.2600561663,1,1,0.500437580282,1
50,108.595830944,88.3025446765,1,1,0.417021468515,1
51,101.696850556,124.084477035,0,0,0.483720272081,1
52,108.874573445,121.779888927,0,0,0.900672387041,1
53,121.624119715,97.0615064831,1,1,0.400439135265,1
54,108.011634081,133.719776777,0,0,0.483667401655,1
55,122.014199828,94.8214796265,1,1,0.400308825308,1
56,107.619064116,128.138662931,0,0,0.96715442196,1
57,130.33477642,105.602736893,1,1,0.450212881085,1
58,111.379138205,129.427062281,0,0,0.500342102605,1
59,140.861912722,90.7648734227,1,1,0.401031283778,1
60,125.867737589,78.3051982061,1,1,0.433633968933,1
61,78.3764640551,92.6177358084,1,1,0.783801132638,1
62,108.329516938,83.868974448,1,1,0.433766766917,1
63,107.279309993,121.975532599,0,0,0.867215689446,1
64,134.048226809,95.4823309673,1,1,0.416848862194,1
65,110.907388116,89.8862909966,1,1,0.567053346254,1
66,104.925815577,132.122569097,0,0,0.550335726992,1
67,108.569440914,136.147281339,0,0,0.383742042235,1
68,134.043826207,122.789278384,0,0,0.483616086247,1
69,114.276597833,84.7063753825,1,1,0.416881517449,1
70,109.48745878,98.6623141132,1,1,0.500308514282,1
71,134.842373829,86.9728136595,1,1,0.433613131754,1
72,112.469981846,87.7434081895,1,1,0.350229364238,1
73,103.770889781,109.540028244,0,1,0.433743130765,0
74,90.4005928794,91.5679748038,1,1,0.833741264709,1
75,114.208232789,132.713338959,0,0,0.500380355865,1
76,89.5588283128,142.342277427,0,0,0.617142137373,1
77,116.161206629,87.7938710507,1,1,0.400426384178,1
78,111.562750949,136.106127111,0,0,0.583715918008,1
79,128.162617443,103.561975732,1,1,0.400425140222,1
80,113.546937342,143.914180581,0,0,0.583659004653,1
81,129.901137864,109.135583509,1,1,0.517011205375,1
82,115.681961612,78.4442297586,1,1,0.58366740169,1
83,117.472294162,89.3051838288,1,1,0.60042638419,1
84,108.137160518,125.85890352,0,1,0.917143070372,0
85,119.285058046,134.1833026,0,0,0.883780295495,1
86,115.664521963,94.1859410666,1,1,0.417071850854,1
87,95.0811306201,120.696698821,0,1,1.05061438511,0
88,119.758730681,129.498308845,0,0,0.7170124494,1
89,131.413965076,132.019227258,0,0,0.417134673335,1
90,97.9712416589,127.704237068,0,0,0.433638633927,1
91,131.151512108,119.916992594,0,0,0.417000631336,1
92,91.0010763353,108.691172397,1,1,0.650388908398,1
93,109.514612059,133.131522583,0,0,0.666911840148,1
94,123.224629575,101.371743918,1,1,0.417032353522,1
95,103.526579943,94.1064625843,1,1,0.450292808644,1
96,96.5293247917,132.773350796,0,0,0.650421563711,1
97,114.799050159,93.4805345228,1,1,0.417133740324,1
98,113.363207663,108.130813725,1,1,0.483709697961,1
99,132.735681826,121.988337455,0,1,0.917112592142,0
100,95.3964187403,129.499753165,0,0,1.10038688692,1
101,106.462338403,126.208354355,0,0,0.400304471259,1
102,118.435650282,129.950348792,0,0,0.366936409322,1
103,113.502462257,92.4431909677,1,1,0.450377401314,1
104,124.022817886,118.215902205,0,1,0.700466814509,0
105,86.2752161459,98.2104800705,1,1,3.18448502681,1
106,94.3135689028,146.457426717,0,0,0.517004674417,1
107,133.154823984,136.098265624,0,0,0.433628992876,1
108,94.2237029222,81.1484787262,1,1,0.533676265215,1
109,105.984790172,118.954588347,0,1,0.700371647778,0
110,94.8482754638,134.227877824,0,0,2.73434896331,1
111,94.3059991716,80.9272504911,1,1,0.60053181398,1
112,141.175706633,139.511025803,0,0,0.450275392563,1
113,122.712427761,84.3800213623,1,0,0.467067652324,0
114,119.603057849,88.8926392283,1,1,2.30086831847,1
115,104.487661014,128.062111672,0,1,0.800433848286,0
116,115.259470153,130.319046916,0,0,3.85137634078,1
117,86.7125267214,94.6307988524,1,1,0.800410212076,1
118,98.2810654029,94.0842456121,1,1,0.417010894394,1
119,127.822212947,127.201450136,0,0,0.517195007764,1
120,97.8971477772,102.905411283,1,1,1.4172746244,1
121,117.053368437,98.8646178724,1,1,0.450417831657,1
122,83.4492336816,101.066918855,1,1,0.48364967457,1
123,112.032377528,84.7555532774,1,1,0.400434159266,1
124,101.957873428,129.258469897,0,1,0.483696635871,0
125,109.708209595,143.599130976,0,0,0.683723693073,1
126,134.474597427,109.394564876,1,0,0.500215213629,0
127,109.522105769,126.676839847,0,0,0.867151001003,1
128,77.9250804835,96.7411299264,1,1,0.517157065507,1
129,133.051714625,89.6996972092,1,1,0.41695988999,1
130,91.5749569435,130.059278263,0,0,0.61701742548,1
131,113.487349748,139.413642892,0,0,0.46703437512,1
132,152.222953617,93.5595552741,1,1,0.717461536813,1
133,128.527398516,143.611321155,0,0,0.583709075989,1
134,83.4349499272,92.6026410635,1,1,0.71711539122,1
135,90.2263355526,128.48444385,0,0,0.73369492538,1
136,136.841877937,88.3494269617,1,1,0.533691815333,1
137,98.7376014965,99.8517695492,1,1,0.516993789235,1
138,69.4787254762,125.632153064,0,0,0.567081025394,1
139,128.140495421,90.6368485315,1,1,0.550351899175,1
