id = 11; sex = female; age = 20; condition = 1; responseOrder = 1_0; featureOrder = 1_0
trial,x1,x2,y,response,time,correct
1,98.3700438746,107.205105039,1,1,2.48442220432,1
2,89.6005927355,85.427672653,1,0,2.55093098542,0
3,100.600424961,89.3377368267,1,0,1.48405180057,0
4,88.7805400424,94.2943462904,1,1,1.18411182403,1
5,108.462985142,135.634578134,0,0,2.13413374964,1
6,104.59343303,92.2248641816,1,0,0.967208847404,0
7,102.201149356,96.6840379213,1,1,2.53416298388,1
8,117.075307838,86.9060285171,1,0,0.867131718842,0
9,126.800036925,92.242896637,1,0,1.70069322421,0
10,154.821091394,97.3861763703,1,1,2.05080005346,1
11,98.7947499623,96.6120664643,1,1,1.76736745861,1
12,105.278746565,94.7512523771,1,1,1.26725456474,1
13,135.838045978,131.96133302,0,1,2.20084561536,0
14,105.946578435,93.3859453676,1,0,1.71727213636,0
15,105.589726563,117.272216814,0,1,0.950530103466,0
16,133.23628555,86.320666517,1,0,2.23431288701,0
17,99.7124427034,135.430187596,0,1,0.917218021932,0
18,100.146264769,102.073097809,1,0,1.60063040169,0
19,92.0251431998,130.98905808,0,1,2.71768670244,0
20,121.615606013,131.594667046,0,1,1.00064657384,0
21,115.395423241,138.281790789,0,1,1.03384762752,0
22,132.61904416,92.0670071658,1,0,1.15065046138,0
23,103.068509996,89.3194773938,1,0,0.917172926653,0
24,138.318270315,100.85475599,1,1,1.05062402616,1
25,109.747261287,85.6564232022,1,0,2.95120342355,0
26,111.317434017,128.243249546,0,1,0.833745929762,0
27,127.362931295,139.097250086,0,0,1.15052917047,1
28,107.314354949,94.353502545,1,0,2.33430728898,0
29,100.629846955,84.7142007577,1,1,1.70070006623,1
30,108.671632608,127.968260903,0,0,1.56735781755,1
31,115.966264776,136.165133058,0,1,1.28393113165,0
32,123.810593499,90.3910106482,1,0,1.46726855985,0
33,128.854643469,126.232553479,0,1,0.967142603884,0
34,108.936304443,85.9103741977,1,0,1.18415194331,0
35,105.285621912,138.266584084,0,0,1.33395025827,1
36,91.3390328415,140.183375436,0,1,1.56719516328,0
37,89.773968416,116.914640816,0,0,0.933833010437,1
38,93.5649216425,127.200179865,0,0,0.900516263908,1
39,103.513075694,127.115758407,0,0,1.30045499641,1
40,137.075165035,93.0708019483,1,1,2.45109146269,1
41,97.3896595206,93.2659307221,1,0,2.51777440513,0
42,86.5166733607,123.63552089,0,1,0.900490450673,0
43,71.8100869882,121.471131294,0,0,1.53410078341,1
44,136.538487594,129.742510831,0,0,2.98461626982,1
45,82.085815975,101.096171988,1,0,1.15071483888,0
