id = 21; sex = female; age = 20; condition = 1; responseOrder = 1_0; featureOrder = 1_0
trial,x1,x2,y,response,time,correct
1,122.235381604,133.831886701,0,0,20.3231130997,1
2,113.378605769,88.0845912325,1,0,7.23066418403,0
3,99.1953214126,87.6118457132,1,1,3.46289115038,1
4,104.347507464,85.4459139621,1,1,7.93092377693,1
5,98.9658591959,129.182749328,0,1,3.91306700621,0
6,110.172870248,90.9053879154,1,1,1.8007413653,1
7,103.495281468,102.616469756,1,0,0.978779437486,0
8,114.733566872,129.926862763,0,0,3.37952689838,1
9,110.52236296,124.56479918,0,1,8.68112522818,0
10,111.149110614,100.455099759,1,0,4.57989767427,0
11,124.684371832,125.506578906,0,0,1.228731621,1
12,109.368286043,93.9970901186,1,1,83.8043468052,1
13,98.6417445887,94.9811962862,1,1,6.96396581602,1
14,114.182416896,87.5818357179,1,0,5.44679433695,0
15,101.109974695,76.6165789864,1,0,0.962100118224,0
16,138.766785547,120.443474365,0,0,3.36286219617,1
17,118.657586895,83.5420532961,1,1,33.3554432564,1
18,109.584543196,89.1882778188,1,1,0.778863967629,1
19,103.865553488,120.491846775,0,1,0.962066530075,0
20,139.455583578,98.365370689,1,0,0.945450655126,0
21,81.3166785311,82.7322664434,1,0,6.08539975662,0
22,120.67983014,122.266728631,0,0,0.79539867118,1
23,131.870977365,128.124272167,0,0,4.11309661355,1
24,116.242025819,91.5380339215,1,0,4.51320247847,0
25,82.1276743855,134.737289254,0,1,2.13421299058,0
26,129.478762376,85.1951176392,1,0,10.2816531843,0
27,106.04294613,119.486995018,0,0,24.4528053731,1
28,97.0020121839,119.065883286,0,0,1.60071237996,1
29,123.148431126,92.0596608419,1,1,5.6135548742,1
30,89.9356405869,135.332226999,0,0,8.28116864397,1
31,122.626341583,141.042451095,0,0,5.69691726024,1
32,118.402333328,83.6934570283,1,1,2.84600980463,1
33,117.864859588,119.409913956,0,0,8.86440522992,1
34,94.5212002256,88.3412154797,1,1,2.57934875676,1
35,102.790650089,124.735682038,0,0,2.97949691786,1
36,118.708905175,143.544940277,0,0,0.945471803192,1
37,110.005871362,130.660644753,0,0,0.695326176763,1
38,86.7056886336,84.0061471647,1,1,6.21386979427,1
39,116.574719004,84.8087552705,1,1,4.79663863406,1
40,111.61282673,90.2071289885,1,1,1.97909354896,1
41,141.648352156,93.0056929269,1,1,0.795486373652,1
42,126.700998391,95.335935585,1,1,3.11275357893,1
43,86.536260357,93.8888833328,1,1,5.00174907217,1
44,133.042587688,129.69329377,0,0,19.501168277,1
45,110.584133924,104.475260674,1,0,1.79571527068,0
46,124.628191653,85.4720213707,1,0,46.9763331,0
47,98.6036254693,133.309867177,0,1,15.1999154698,0
48,108.051232434,123.681339262,0,0,7.66433052742,1
49,123.541097149,127.087779992,0,0,5.29682134738,1
50,115.30148343,129.616859941,0,0,3.11278685607,1
51,106.221115461,128.342139568,0,0,1.36210677365,1
52,113.168750118,127.099945848,0,0,0.695221680275,1
53,112.712487531,135.226311118,0,0,1.81235167175,1
54,102.003774818,123.435984618,0,0,5.34677533474,1
55,106.869221392,88.5201238318,1,1,2.87939456722,1
56,158.901988831,88.2076695841,1,1,2.96283594763,1
57,101.87813166,135.690836012,0,0,7.76429075032,1
58,119.192760145,126.652404641,0,0,4.11318089493,1
59,113.868416804,92.3964191131,1,1,1.12885319145,1
60,104.6546393,99.8418441915,1,1,5.5635380646,1
61,94.8457011275,136.768175947,0,0,1.00049977936,1
62,122.157180601,132.680759821,0,0,0.712029443122,1
63,75.3339305349,93.6932652969,1,1,2.1059022168,1
64,116.125976232,90.925123698,1,1,0.845398997772,1
65,106.808514386,102.966092746,1,1,2.21249299077,1
66,114.764749967,141.085563547,0,0,0.812059019401,1
67,110.672418493,91.1930870656,1,1,0.778741122049,1
68,138.415188336,139.59187588,0,0,1.14547435346,1
69,136.419373995,122.349350366,0,0,0.678671426664,1
70,95.9785991026,141.634435909,0,0,0.695366606989,1
71,125.264974997,128.665005688,0,0,0.495436209079,1
72,101.341235937,131.681776604,0,0,0.528663915989,1
73,114.548133759,85.4268051137,1,1,0.878780339321,1
74,132.25228545,99.5150664998,1,1,1.81221638608,1
75,109.654037984,89.7120552465,1,1,0.628677320085,1
76,82.9956484776,89.4022490045,1,1,0.600268580834,1
77,124.842308855,130.025695056,0,0,1.12883359834,1
78,93.3055410678,125.642842884,0,0,0.678750421037,1
79,97.2156823507,98.433900626,1,0,0.867095081543,0
80,134.044892402,134.722646552,0,0,0.545314934046,1
81,106.39500184,100.226573021,1,1,1.16218508384,1
82,102.166156564,131.722991903,0,0,1.27886070212,1
83,127.10313119,130.285670037,0,0,0.712029132119,1
84,80.2646357808,124.231006766,0,0,0.667067340226,1
85,90.6642002705,81.5483450697,1,1,2.49591110833,1
86,112.680191965,82.0304786052,1,1,2.57925296825,1
87,114.869852364,116.44023648,0,0,1.278824004,1
88,102.438228022,131.456570981,0,0,0.645328649203,1
89,104.466067407,130.762261801,0,0,0.51196842466,1
90,101.322790955,134.199412602,0,0,0.578673572571,1
91,77.3765859403,135.734576991,0,0,0.600451449747,1
92,106.751527853,120.708132481,0,0,0.512052084028,1
93,118.042917751,94.2137435977,1,1,1.09550201701,1
94,130.139788975,106.763897139,1,1,0.795383432182,1
95,107.441440815,134.025420557,0,0,0.561996430333,1
96,125.845578194,82.9927905054,1,1,0.662010767497,1
97,109.388283685,80.7300822959,1,1,0.511973089655,1
98,96.9973280835,105.019326049,1,0,0.745352627418,0
99,126.681758204,94.0650355772,1,1,1.1621816628,1
100,111.080795792,95.3839616826,1,1,0.678705325816,1
101,114.191065407,101.71644283,1,1,0.662008901534,1
102,104.050052846,79.896086912,1,1,0.628655550012,1
103,101.185230584,99.3162363545,1,1,1.01213714294,1
104,119.283041823,89.8810417452,1,1,0.617097802809,1
105,135.751579363,133.493827603,0,0,0.745362890477,1
106,108.041462524,127.42790694,0,0,0.595291624486,1
107,106.54367136,92.9119172172,1,1,0.945440392068,1
108,95.6763363098,131.090969358,0,0,0.745426645793,1
109,124.876688879,134.81810863,0,0,0.595344494737,1
110,109.071212288,133.976810671,0,0,0.545312135015,1
111,117.560143345,135.535415818,0,0,1.59562097507,1
112,93.1751409322,79.9203746168,1,1,6.04700973653,1
113,93.3817778473,128.774249973,0,0,3.84635252826,1
114,96.1415474682,93.8184318271,1,1,1.07876765047,1
115,115.347909231,119.27352833,0,0,0.578711514769,1
116,120.375386503,120.32868872,0,0,0.762158835307,1
117,139.222996034,90.5716547998,1,1,0.745386526571,1
118,119.661501012,85.0422400067,1,1,0.912185628084,1
119,92.9357091653,94.7903745932,1,1,1.66751424933,1
120,128.531227186,124.786940567,0,0,1.07882052072,1
121,90.4496186632,88.6318240601,1,1,0.828720300517,1
122,121.627139065,100.16673924,1,0,0.945469937229,0
123,121.012893665,136.23684688,0,0,0.712102839432,1
